Age,Monthly_Income,Investment_Experience,Risk_Tolerance,Investment_Horizon,Financial_Goal,Loss_Reaction,Risk_Profile
41,10000,18,3,265,wealth,hold,Aggressive
23,50000,8,1,101,retirement,panic-sell,Conservative
32,10000,27,1,288,wealth,buy-more,Moderate
24,10000,0,2,213,education,hold,Moderate
60,150000,28,2,37,wealth,buy-more,Aggressive
52,100000,14,1,350,retirement,hold,Moderate
50,10000,11,3,186,education,hold,Moderate
37,100000,13,1,304,retirement,buy-more,Aggressive
41,150000,10,4,177,education,hold,Aggressive
22,200000,13,4,129,retirement,panic-sell,Aggressive
26,20000,17,4,338,wealth,panic-sell,Aggressive
59,50000,9,1,193,emergency,panic-sell,Conservative
23,200000,3,5,22,wealth,panic-sell,Moderate
63,10000,20,5,333,retirement,buy-more,Aggressive
53,20000,27,3,302,wealth,buy-more,Aggressive
63,50000,0,4,132,wealth,buy-more,Aggressive
50,10000,17,4,227,retirement,panic-sell,Conservative
30,20000,4,5,290,wealth,buy-more,Aggressive
50,10000,17,4,227,retirement,panic-sell,Conservative
37,35000,12,2,111,wealth,buy-more,Aggressive
48,150000,0,1,278,emergency,panic-sell,Conservative
50,20000,0,1,293,education,buy-more,Aggressive
46,10000,11,5,13,retirement,buy-more,Conservative
49,20000,2,2,235,education,panic-sell,Conservative
38,20000,22,5,341,wealth,buy-more,Aggressive
52,150000,6,2,225,wealth,panic-sell,Aggressive
47,35000,0,2,94,retirement,hold,Moderate
53,200000,17,3,337,wealth,buy-more,Aggressive
59,10000,9,3,176,retirement,buy-more,Conservative
36,5000,2,1,27,retirement,panic-sell,Conservative
23,35000,25,3,103,emergency,hold,Moderate
44,5000,4,2,58,retirement,panic-sell,Moderate
60,50000,19,4,297,emergency,buy-more,Moderate
36,5000,11,5,82,emergency,hold,Conservative
46,75000,5,1,192,emergency,panic-sell,Conservative
52,10000,16,1,16,emergency,panic-sell,Conservative
53,5000,1,1,103,retirement,panic-sell,Conservative
26,75000,25,5,179,education,hold,Aggressive
47,150000,17,5,122,retirement,hold,Moderate
23,50000,1,1,26,wealth,panic-sell,Moderate
30,10000,27,4,159,emergency,panic-sell,Moderate
37,35000,12,2,111,wealth,buy-more,Aggressive
36,5000,11,5,82,emergency,hold,Conservative
39,50000,29,3,98,emergency,hold,Moderate
27,200000,6,5,243,retirement,hold,Aggressive
38,75000,19,5,133,emergency,buy-more,Aggressive
52,200000,29,1,225,wealth,panic-sell,Moderate
47,200000,6,4,213,retirement,panic-sell,Moderate
39,75000,28,2,104,education,panic-sell,Conservative
59,10000,9,3,176,retirement,buy-more,Conservative
63,10000,20,5,333,retirement,buy-more,Aggressive
60,50000,5,1,304,wealth,buy-more,Moderate
46,75000,14,3,259,wealth,buy-more,Aggressive
45,10000,5,1,206,education,panic-sell,Conservative
33,5000,22,1,156,education,hold,Conservative
49,20000,2,2,349,wealth,panic-sell,Moderate
26,35000,26,5,276,retirement,hold,Conservative
53,50000,2,4,214,emergency,buy-more,Moderate
27,20000,24,1,278,education,hold,Moderate
24,20000,7,1,30,education,panic-sell,Conservative
32,35000,11,1,233,wealth,panic-sell,Moderate
29,20000,3,1,202,emergency,panic-sell,Conservative
39,5000,2,2,196,emergency,panic-sell,Conservative
61,75000,8,1,351,education,buy-more,Conservative
22,10000,13,1,14,emergency,panic-sell,Conservative
29,10000,22,3,342,retirement,hold,Aggressive
43,100000,20,5,130,education,hold,Aggressive
61,35000,25,4,249,emergency,hold,Conservative
40,150000,13,4,319,education,panic-sell,Moderate
26,20000,17,4,338,wealth,panic-sell,Aggressive
35,5000,12,1,50,retirement,buy-more,Moderate
37,20000,17,4,195,wealth,buy-more,Aggressive
57,50000,9,3,276,retirement,buy-more,Conservative
29,50000,17,2,119,education,hold,Moderate
23,100000,5,1,161,wealth,buy-more,Aggressive
57,100000,23,1,261,wealth,panic-sell,Moderate
50,10000,17,4,227,retirement,panic-sell,Conservative
57,5000,16,4,182,retirement,buy-more,Aggressive
57,10000,8,3,339,retirement,buy-more,Moderate
26,150000,2,2,105,education,panic-sell,Moderate
29,20000,3,1,202,emergency,panic-sell,Conservative
25,20000,29,2,174,retirement,buy-more,Moderate
44,5000,4,1,116,emergency,panic-sell,Conservative
43,100000,3,2,100,emergency,panic-sell,Moderate
46,200000,3,2,72,education,buy-more,Moderate
27,20000,4,2,329,education,panic-sell,Moderate
63,50000,20,5,22,education,hold,Moderate
42,150000,4,4,82,emergency,hold,Conservative
48,20000,13,3,34,emergency,panic-sell,Conservative
38,100000,16,4,200,emergency,hold,Aggressive
45,10000,27,1,27,emergency,panic-sell,Conservative
39,50000,1,3,342,emergency,buy-more,Moderate
53,5000,1,1,103,retirement,panic-sell,Conservative
54,100000,3,3,242,emergency,panic-sell,Moderate
48,20000,13,3,34,emergency,panic-sell,Conservative
38,75000,0,3,252,emergency,panic-sell,Moderate
48,100000,7,1,346,retirement,panic-sell,Moderate
56,75000,13,5,152,education,hold,Aggressive
52,75000,8,2,231,education,panic-sell,Moderate
50,35000,26,5,160,retirement,buy-more,Aggressive
59,35000,29,1,116,retirement,hold,Moderate
64,75000,21,5,276,retirement,buy-more,Aggressive
24,35000,21,4,254,retirement,hold,Aggressive
45,10000,5,1,206,education,panic-sell,Conservative
49,35000,28,1,249,education,panic-sell,Conservative
28,75000,19,3,275,emergency,buy-more,Aggressive
49,150000,10,2,48,wealth,panic-sell,Moderate
24,5000,18,4,189,emergency,buy-more,Aggressive
48,200000,26,3,187,wealth,hold,Aggressive
42,10000,16,2,271,wealth,panic-sell,Conservative
22,5000,12,4,289,wealth,panic-sell,Aggressive
52,10000,16,1,16,emergency,panic-sell,Conservative
37,200000,11,2,180,retirement,buy-more,Aggressive
42,150000,4,4,82,emergency,hold,Conservative
46,75000,5,1,192,emergency,panic-sell,Conservative
59,200000,16,4,131,retirement,panic-sell,Moderate
41,150000,10,4,177,education,hold,Aggressive
22,10000,13,1,14,emergency,panic-sell,Conservative
58,20000,5,1,8,education,panic-sell,Conservative
34,20000,0,3,326,emergency,panic-sell,Moderate
50,75000,18,5,73,wealth,buy-more,Aggressive
54,150000,15,3,161,wealth,buy-more,Aggressive
33,5000,22,1,156,education,hold,Conservative
48,35000,11,1,111,wealth,buy-more,Moderate
58,50000,7,4,219,education,hold,Moderate
33,5000,22,1,156,education,hold,Conservative
61,200000,0,4,44,retirement,hold,Moderate
38,35000,17,3,230,education,buy-more,Conservative
39,10000,2,5,90,retirement,panic-sell,Moderate
56,150000,10,3,88,wealth,hold,Moderate
26,20000,23,4,192,wealth,panic-sell,Aggressive
49,20000,2,2,235,education,panic-sell,Conservative
23,10000,2,5,53,education,hold,Moderate
54,150000,13,5,272,retirement,buy-more,Aggressive
22,35000,17,4,132,emergency,hold,Aggressive
43,75000,23,1,13,emergency,panic-sell,Conservative
63,20000,19,2,13,retirement,hold,Moderate
47,150000,22,4,231,wealth,panic-sell,Aggressive
43,10000,4,5,202,retirement,hold,Aggressive
35,150000,7,4,95,retirement,hold,Conservative
50,100000,27,1,288,education,buy-more,Moderate
55,200000,10,3,65,retirement,buy-more,Conservative
34,100000,10,1,318,wealth,panic-sell,Moderate
37,200000,2,1,70,emergency,panic-sell,Conservative
54,150000,13,5,272,retirement,buy-more,Aggressive
61,35000,15,5,171,retirement,panic-sell,Moderate
28,20000,18,4,321,wealth,hold,Aggressive
61,100000,16,1,230,retirement,hold,Moderate
40,200000,14,2,258,wealth,hold,Conservative
26,50000,22,1,211,wealth,hold,Aggressive
64,200000,7,5,332,emergency,panic-sell,Moderate
25,35000,20,3,142,wealth,panic-sell,Aggressive
44,10000,20,4,130,retirement,buy-more,Aggressive
51,50000,5,1,273,wealth,hold,Moderate
